,id,title,genres,keywords,budget,revenue,popularity,vote_average,vote_count,runtime,release_date,original_language,production_countries,production_companies,cast,crew
3933,205587,The Judge,['Drama'],"['father son relationship', 'judge', 'lawyer']",50000000,83719388,42.47,7.20,1417,141,2014,en,['United States of America'],"['Village Roadshow Pictures', 'Warner Bros.', 'Big Kid Pictures', 'Team Downey']","['Robert Duvall', 'Robert Downey Jr.', 'Vera Farmiga', ""Vincent D'Onofrio"", 'Jeremy Strong', 'Billy Bob Thornton', 'Sarah Lancaster', 'David Krumholtz', 'Emma Tremblay', 'Ken Howard']",['David Dobkin']
3934,205588,Our Kind of Traitor,['Thriller'],"['based on novel', 'woman director']",0,9930095,10.55,6.00,160,108,2016,en,"['France', 'United Kingdom']","['StudioCanal', 'Film4', 'Anton Capital Entertainment (ACE)', 'The Ink Factory', 'Potboiler Productions', 'Amazon Prime Instant Video']","['Ewan McGregor', 'Stellan Skarsgård', 'Damian Lewis', 'Naomie Harris', 'Jeremy Northam', 'Khalid Abdalla', 'Mark Gatiss', 'Saskia Reeves', 'Alicia von Rittberg', 'Alec Utgoff']",['Susanna White']
3935,205596,The Imitation Game,"['History', 'Drama', 'Thriller', 'War']","['gay', 'england', 'world war ii', 'mathematician', 'biography']",14000000,233555708,145.36,8.00,5723,113,2014,en,['United Kingdom'],"['Black Bear Pictures', 'Bristol Automotive']","['Benedict Cumberbatch', 'Keira Knightley', 'Matthew Goode', 'Rory Kinnear', 'Allen Leech', 'Matthew Beard', 'Charles Dance', 'Mark Strong', 'James Northcote', 'Tom Goodman-Hill']",['Morten Tyldum']
3936,205775,In the Heart of the Sea,"['Thriller', 'Drama', 'Adventure', 'Action', 'History']","['suicide', 'ocean', 'sea', 'hunger', 'shipwreck', 'ship', 'whale', 'based on true story', 'stranded', 'survival', 'death', 'new england', 'lost at sea', 'based on true events', 'starvation', '19th century', 'cannibalism']",100000000,93820758,50.77,6.50,1276,122,2015,en,['United States of America'],"['Imagine Entertainment', 'Spring Creek Productions', 'Warner Bros.', 'Roth Films', 'K. JAM Media', 'Cott Productions', 'Surf Film', 'Enelmar Productions, A.I.E.']","['Chris Hemsworth', 'Benjamin Walker', 'Cillian Murphy', 'Brendan Gleeson', 'Ben Whishaw', 'Michelle Fairley', 'Tom Holland', 'Paul Anderson', 'Frank Dillane', 'Joseph Mawle']",['Ron Howard']
3937,206197,The Sisterhood of Night,"['Mystery', 'Drama', 'Thriller']","['witch', 'woman director']",0,0,2.87,6.50,31,104,2015,en,[],[],"['Kara Hayward', 'Georgie Henley', 'Olivia DeJonge', 'Laura Fraser', 'Kal Penn', 'Louis Ozawa Changchien', 'Morgan Turner', 'Willa Cuthrell-Tuttleman', 'Gary Wilmes', 'Neal Huff']",['Caryn Waechter']
3938,206213,Zombie Hunter,"['Comedy', 'Action', 'Science Fiction', 'Thriller']","['mutant', 'post-apocalyptic', 'zombie']",0,0,3.42,3.50,34,93,2013,en,['United States of America'],"['Arrowstorm Entertainment', 'The Klimax']","['Martin Copping', 'Danny Trejo', 'Clare Niederpruem', 'Terry Guthrie', 'Jason Regier']",['Kevin King']
3939,206284,Grace Unplugged,"['Drama', 'Music']",['christian'],0,0,2.16,6.00,24,102,2013,en,['United States of America'],"['Coram Deo Studios', 'Birchwood Pictures']","['AJ Michalka', 'James Denton', 'Kevin Pollak', 'Shawnee Smith', 'Michael Welch', 'Jamie Grace', 'Emma Catherwood', 'Zane Holtz']",['Brad J. Silverman']
3940,206296,The Last Five Years,"['Comedy', 'Drama', 'Music', 'Romance']","['wife', 'musical', 'marriage', 'divorce']",0,0,5.56,5.50,143,94,2014,en,['United States of America'],"['Lucky Monkey Pictures', 'Sh-K-Boom Records', 'Grand Peaks Entertainment', 'Radius-TWC']","['Anna Kendrick', 'Jeremy Jordan', 'Natalie Knepp', 'Bettina Bresnan', 'Marceline Hugot', 'Rafael Sardina', 'Allison Macri', 'Alan Simpson', 'Nic Novicki', 'Tamara Mintz']",['Richard LaGravenese']
3941,206563,Trash,"['Adventure', 'Crime', 'Drama', 'Thriller']","['brazilian', 'drama', 'thriller']",0,0,14.64,7.10,242,112,2014,pt,"['Brazil', 'United Kingdom']","['O2 Filmes', 'Working Title Films', 'PeaPie Films']","['Rickson Tevez', 'Eduardo Luis', 'Gabriel Weinstein', 'Rooney Mara', 'Selton Mello', 'Wagner Moura', 'Jesuíta Barbosa', 'Martin Sheen', 'André Ramiro', 'Stepan Nercessian']",['Stephen Daldry']
3942,206647,Spectre,"['Action', 'Adventure', 'Crime']","['spy', 'based on novel', 'secret agent', 'sequel', 'mi6', 'british secret service', 'united kingdom']",245000000,880674609,107.38,6.30,4466,148,2015,en,"['United Kingdom', 'United States of America']","['Columbia Pictures', 'Danjaq', 'B24']","['Daniel Craig', 'Christoph Waltz', 'Léa Seydoux', 'Ralph Fiennes', 'Monica Bellucci', 'Ben Whishaw', 'Naomie Harris', 'Dave Bautista', 'Andrew Scott', 'Rory Kinnear']",['Sam Mendes']
3943,207769,Banshee Chapter,"['Horror', 'Thriller']","['lsd', 'government', 'conspiracy', 'tension', 'video camera', 'drug use', 'writer', 'desert', 'radio broadcast']",950000,0,7.31,5.70,92,87,2013,en,"['United States of America', 'Germany']","['Before the Door Pictures', 'Sunchaser Entertainment', 'Favorit Film']","['Ted Levine', 'Katia Winter', 'Michael McMillian', 'Monique Candelaria', 'Jenny Gabrielle', 'Chad Brummett', 'David Midthunder', 'Cyd Schulte', 'J.D. Garfield', 'Vivan Nesbitt']",['Blair Erickson']
3944,208134,Bad Grandpa,['Comedy'],['duringcreditsstinger'],15000000,151831537,27.17,6.00,680,92,2013,en,['United States of America'],"['Paramount Pictures', 'MTV Films', 'Dickhouse Productions']","['Johnny Knoxville', 'Jackson Nicoll', 'Georgina Cates', 'Spike Jonze', 'Catherine Keener', 'Kamber Hejlik', 'Jack Polick', 'Grasie Mercedes', 'Zia Harris']",['Jeff Tremaine']
3945,208763,Forbidden Kingdom,"['Thriller', 'Adventure', 'Mystery', 'Fantasy']","['monster', 'church', 'demon', 'witchcraft', 'science', 'dark fantasy', '3d']",26000000,0,7.18,4.90,71,127,2014,ru,"['Czech Republic', 'Russia', 'Ukraine']","['Universal Pictures', 'Ankor-Film']","['Jason Flemyng', 'Aleksey Chadov', 'Agniya Ditkovskite', 'Yuriy Tsurilo', 'Olga Zaytseva', 'Aleksandr Yakovlev', 'Igor Jijikine', 'Valeriy Zolotukhin', 'Nina Ruslanova', 'Viktor Bychkov']",['Oleg Stepchenko']
3946,209112,Batman v Superman: Dawn of Justice,"['Action', 'Adventure', 'Fantasy']","['dc comics', 'vigilante', 'superhero', 'based on comic book', 'revenge', 'super powers', 'dc extended universe']",250000000,873260194,155.79,5.70,7004,151,2016,en,['United States of America'],"['DC Comics', 'Atlas Entertainment', 'Warner Bros.', 'DC Entertainment', 'Cruel & Unusual Films', 'RatPac-Dune Entertainment']","['Ben Affleck', 'Henry Cavill', 'Gal Gadot', 'Amy Adams', 'Jesse Eisenberg', 'Diane Lane', 'Jeremy Irons', 'Laurence Fishburne', 'Holly Hunter', 'Scoot McNairy']",['Zack Snyder']
3947,209263,Enough Said,"['Comedy', 'Drama', 'Romance']","['thanksgiving', 'party', 'romance', 'mother daughter relationship', 'dating', 'relationship', 'divorce', 'divorcee', 'woman director', 'massage therapist']",0,25288872,14.97,6.60,348,93,2013,en,['United States of America'],['Fox Searchlight Pictures'],"['Julia Louis-Dreyfus', 'Catherine Keener', 'James Gandolfini', 'Toni Collette', 'Ben Falcone', 'Amy Landecker', 'Michaela Watkins', 'Kathleen Rose Perkins', 'Toby Huss', 'Eve Hewson']",['Nicole Holofcener']
3948,209274,Ida,['Drama'],"['nun', 'mine', 'jew', 'jewish', 'poland']",2159280,10700000,13.27,7.10,260,80,2013,pl,"['Denmark', 'France', 'Poland', 'United Kingdom']","['Danish Film Institute', 'Portobello Pictures', 'Eurimages', 'Canal+ Polska', 'Opus Film', 'Polski Instytut Sztuki Filmowej', 'Phoenix Film Investments', 'City of Lodz', 'Phoenix Film Poland']","['Agata Trzebuchowska', 'Agata Kulesza', 'Joanna Kulig', 'Dawid Ogrodnik', 'Adam Szyszkowski', 'Jerzy Trela', 'Artur Janusiak', 'Dorota Kuduk', 'Halina Skoczyńska', 'Natalia Lagiewczyk']",['Paweł Pawlikowski']
3949,209403,Bad Words,['Comedy'],"['competition', 'satire', 'spelling bee', 'estranged father', 'unlikely friendship']",9500000,7800000,14.11,6.40,334,88,2013,en,['United States of America'],"['Darko Entertainment', 'Aggregate Film']","['Jason Bateman', 'Kathryn Hahn', 'Rohan Chand', 'Philip Baker Hall', 'Allison Janney', 'Ben Falcone', 'Steve Witting', 'Beth Grant', 'Patricia Belcher', 'Rachael Harris']",['Jason Bateman']
3950,209451,Jersey Boys,"['Music', 'Drama']","['biography', 'based on play']",40000000,67347013,14.20,6.80,255,134,2014,en,['United States of America'],['Warner Bros.'],"['Christopher Walken', 'Vincent Piazza', 'Freya Tingley', 'James Madio', 'Sean Whalen', 'Kathrine Narducci', 'Francesca Eastwood', 'Mike Doyle', 'Steve Schirripa', 'Barry Livingston']",['Clint Eastwood']
3951,210577,Gone Girl,"['Mystery', 'Thriller', 'Drama']","['based on novel', 'marriage crisis', 'disappearance', 'cheating husband', 'missing person', 'search party', 'wife murder']",61000000,369330363,143.04,7.90,5862,145,2014,en,['United States of America'],"['Twentieth Century Fox Film Corporation', 'Regency Enterprises', 'New Regency Pictures', 'Pacific Standard', 'TSG Entertainment', 'Artemple - Hollywood']","['Ben Affleck', 'Rosamund Pike', 'Carrie Coon', 'Neil Patrick Harris', 'Tyler Perry', 'Kim Dickens', 'Patrick Fugit', 'Missi Pyle', 'Emily Ratajkowski', 'Casey Wilson']",['David Fincher']
3952,210860,Mortdecai,"['Comedy', 'Adventure']","['based on novel', 'painting', 'debt', 'stolen painting']",60000000,30418560,52.42,5.40,1055,106,2015,en,['United States of America'],"['Lionsgate', 'Mad Chance', 'OddLot Entertainment', 'Huayi Brothers Media']","['Johnny Depp', 'Gwyneth Paltrow', 'Ewan McGregor', 'Paul Bettany', 'Olivia Munn', 'Jeff Goldblum', 'Jonny Pasvolsky', 'Michael Culkin', 'Ulrich Thomsen', 'Alec Utgoff']",['David Koepp']
3953,211086,Faith Connections,"['Documentary', 'Drama']","['himalaya', 'hindu', 'pilgrimage', 'faith', 'hinduism', 'little boy', 'spirituality', 'new age', 'religion', 'orphan', 'india', 'religious']",550000,0,0.48,4.20,3,115,2013,hi,"['France', 'India']",['Jungle Book Entertainment'],"['Bhole Baba', 'Hatha Yogi Baba', 'Pant Shirt Baba', 'Baby Bajrangi', 'Shriman Umeshanad Brahmachari', 'Vivekanand Brahmachari', 'Mamta Devi', 'Sony Nishaad', 'Indrapal Singh', 'Kishan Tiwari']",['Pan Nalin']
3954,211672,Minions,"['Family', 'Animation', 'Adventure', 'Comedy']","['assistant', 'aftercreditsstinger', 'duringcreditsstinger', 'minions', '3d']",74000000,1156730962,875.58,6.40,4571,91,2015,en,['United States of America'],"['Universal Pictures', 'Illumination Entertainment']","['Sandra Bullock', 'Jon Hamm', 'Michael Keaton', 'Allison Janney', 'Steve Coogan', 'Jennifer Saunders', 'Geoffrey Rush', 'Steve Carell', 'Pierre Coffin', 'Katy Mixon']","['Kyle Balda', 'Pierre Coffin']"
3955,211954,Instructions Not Included,"['Comedy', 'Drama']",['bachelor'],5500000,99067206,9.60,7.50,205,115,2013,es,['Mexico'],"['Filmax', 'Signature Entertainment', 'Pinema', 'Pantelion Films']","['Loreto Peralta', 'Eugenio Derbez', 'Jessica Lindsey', 'Daniel Raymont', 'Hugo Stiglitz', 'Arcelia Ramírez', 'Agustín Bernal', 'Karla Souza', 'Roger Cudney', 'Ari Brickman']",['Eugenio Derbez']
3956,214756,Ted 2,['Comedy'],"['sperm bank', 'sequel', 'buddy', 'courthouse', 'teddy bear', 'aftercreditsstinger', 'toy comes to life', 'married']",68000000,217022588,68.73,6.20,2463,115,2015,en,['United States of America'],"['Universal Pictures', 'Fuzzy Door Productions', 'Bluegrass Films', 'Smart Entertainment', 'Media Rights Capital (MRC)']","['Mark Wahlberg', 'Seth MacFarlane', 'Amanda Seyfried', 'Jessica Barth', 'Giovanni Ribisi', 'Morgan Freeman', 'Sam J. Jones', 'Patrick Warburton', 'Michael Dorn', 'Bill Smitrovich']",['Seth MacFarlane']
3957,215211,Grace of Monaco,"['Romance', 'Drama']",['prince'],30000000,0,10.96,5.80,195,103,2014,en,"['Belgium', 'France', 'Italy', 'Switzerland', 'United States of America']","['Gaumont', 'TF1 Films Productions', 'Lucky Red', 'Canal+', 'uFilm', 'Silver Reel', 'Umedia', 'Od Shots', 'YRF Entertainment', 'Stone Angels']","['Nicole Kidman', 'Milo Ventimiglia', 'Paz Vega', 'Tim Roth', 'Parker Posey', 'Frank Langella', 'Derek Jacobi', 'Geraldine Somerville', 'Roger Ashton-Griffiths', 'Nicholas Farrell']",['Olivier Dahan']
3958,215881,Plush,['Thriller'],['woman director'],0,0,5.10,5.40,40,98,2013,en,['United States of America'],"['Blumhouse Productions', 'IM Global Octane', 'Reliance']","['Emily Browning', 'Xavier Samuel', 'Cam Gigandet', 'Dawn Olivieri', 'Frances Fisher', 'Thomas Dekker', 'Marlene Forte', 'Kennedy Waite', 'Casey LaBow', 'Elizabeth Peña']",['Catherine Hardwicke']
3959,215918,1982,['Drama'],"['drug addiction', 'father daughter relationship', 'semi autobiographical']",1000000,0,0.18,5.00,1,90,2013,en,['United States of America'],[],"['Bokeem Woodbine', 'Sharon Leal', 'Wayne Brady', 'Quinton Aaron', 'Hill Harper', 'La La Anthony']",['Tommy Oliver']
3960,215924,The Amazing Catfish,"['Comedy', 'Drama']",['woman director'],1300000,0,1.47,5.70,17,87,2013,es,"['Mexico', 'France']",['Cine Canibal'],"['Lisa Owen', 'Ximena Ayala', 'Sonia Franco', 'Wendy Guillén', 'Andrea Baeza', 'Alejandro Ramírez-Muñoz', 'Vera Wilson', 'Cynthia Bordes', 'José Manuel Orozco Angulo', 'Sara Isabel Quintero']",['Claudia Sainte-Luce']
3961,216015,Fifty Shades of Grey,"['Drama', 'Romance', 'Thriller']","['based on novel', 'perversion', 'spanking', 'billionaire', 'bdsm', 'woman director']",40000000,571006128,98.76,5.20,3254,125,2015,en,['United States of America'],"['Focus Features', 'Trigger Street Productions', 'Michael De Luca Productions']","['Dakota Johnson', 'Jamie Dornan', 'Jennifer Ehle', 'Eloise Mumford', 'Victor Rasuk', 'Luke Grimes', 'Marcia Gay Harden', 'Rita Ora', 'Max Martini', 'Callum Keith Rennie']",['Sam Taylor-Johnson']
3962,216282,Into the Storm,"['Action', 'Thriller']","['tornado', 'student', 'found footage', 'disaster movie']",50000000,160602194,20.57,5.80,817,89,2014,en,['United States of America'],"['New Line Cinema', 'Village Roadshow Pictures', 'Broken Road Productions', 'RatPac-Dune Entertainment']","['Richard Armitage', 'Sarah Wayne Callies', 'Matt Walsh', 'Nathan Kress', 'Alycia Debnam-Carey', 'Jeremy Sumpter', 'Kyle Davis', 'Brandon Ruiter', 'Max Deacon', 'Arlen Escarpeta']",['Steven Quale']
3963,217708,Of Horses and Men,"['Drama', 'Romance', 'Comedy']","['horse', 'snow storm']",10,11,1.62,6.90,26,85,2013,is,"['Norway', 'Iceland']","['Filmhuset Gruppen', 'Leiknar Myndir']","['Ingvar Eggert Sigurðsson', 'Charlotte Bøving', 'Steinn Ármann Magnússon', 'Kristbjörg Kjeld', 'Helgi Björnsson', 'Kjartan Ragnarsson', 'Sigrídur María Egilsdóttir', 'Juan Camillo Roman Estrada', 'Johann Pall Oddson', 'Halldóra Geirharðsdóttir']",['Benedikt Erlingsson']
3964,218043,Left Behind,"['Thriller', 'Action', 'Science Fiction']","['airplane', 'remake']",16000000,19682924,33.45,3.70,392,110,2014,en,['United States of America'],['Stoney Lake Entertainment'],"['Nicolas Cage', 'Chad Michael Murray', 'Lea Thompson', 'Nicky Whelan', 'Martin Klebba', 'Quinton Aaron', 'Jordin Sparks', 'Gary Grubbs', 'William Ragsdale', 'Stephanie Honoré']",['Vic Armstrong']
3965,218778,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","['Family', 'Comedy']","['based on novel', 'job interview', 'bad luck', 'wish', 'one day', ""based on children's book""]",28000000,100654149,22.15,6.10,493,81,2014,en,['United States of America'],"['Walt Disney Pictures', '21 Laps Entertainment', 'Jim Henson Company, The']","['Steve Carell', 'Jennifer Garner', 'Ed Oxenbould', 'Dylan Minnette', 'Kerris Dorsey', 'Jennifer Coolidge', 'Megan Mullally', 'Bella Thorne', 'Mary Mouser', 'Sidney Fullmer']",['Miguel Arteta']
3966,220488,My Lucky Star,"['Comedy', 'Romance']","['hong kong', 'woman director']",0,0,1.86,4.30,8,114,2013,zh,['China'],['Bona International Film Group'],"['Zhang Ziyi', 'Leehom Wang', 'Ruby Lin', 'Yao Chen', 'Ada Choi', 'Terri Kwan', 'Ryan Zheng Kai', 'Jack Kao Kuo-Hsin', 'Morris Rong Xiang', 'Liu Hua']",['Dennie Gordon']
3967,222649,Rosewater,['Drama'],"['prison', 'biography', 'reporter', 'interrogation', 'iran', 'american spy']",0,0,5.76,6.50,98,103,2014,en,['United States of America'],"['Odd Lot Entertainment', 'International Traders', 'Busboy Productions']","['Gael García Bernal', 'Shohreh Aghdashloo', 'Jason Jones', 'Haluk Bilginer', 'Nasser Faris', 'Andrew Gower', 'Kim Bodnia', 'Dimitri Leonidas', 'Golshifteh Farahani', 'Claire Foy']",['Jon Stewart']
3968,222899,About Last Night,"['Comedy', 'Romance']",['duringcreditsstinger'],12500000,49002684,11.83,6.00,210,100,2014,en,['United States of America'],"['Screen Gems, Inc.', 'Rainforest Films', 'Olive Bridge Entertainment']","['Kevin Hart', 'Michael Ealy', 'Regina Hall', 'Joy Bryant', 'Christopher McDonald', 'Paula Patton', 'Adam Rodríguez', 'Jovanny Venegas', 'Joe Lo Truglio', 'Terrell Owens']",['Steve Pink']
3969,222935,The Fault in Our Stars,"['Romance', 'Drama']","['amsterdam', 'based on novel', 'support group', 'cancer', 'teenager', 'star crossed lovers', 'teen drama', 'based on young adult novel']",12000000,307166834,74.36,7.60,3759,125,2014,en,['United States of America'],"['Fox 2000 Pictures', 'Temple Hill Entertainment', 'TSG Entertainment']","['Shailene Woodley', 'Ansel Elgort', 'Nat Wolff', 'Laura Dern', 'Sam Trammell', 'Willem Dafoe', 'Lotte Verbeek', 'Mike Birbiglia', 'Ana Dela Cruz', 'Randy Kovitz']",['Josh Boone']
3970,222936,Aloha,"['Drama', 'Comedy', 'Romance']","['love triangle', 'hawaii', 'satellite', 'military', 'duringcreditsstinger']",37000000,26250020,29.65,5.20,692,105,2015,en,['United States of America'],"['Scott Rudin Productions', 'Vinyl Films']","['Bradley Cooper', 'Emma Stone', 'Rachel McAdams', 'Bill Murray', 'John Krasinski', 'Danny McBride', 'Alec Baldwin', 'Bill Camp', 'Jaeden Lieberher', 'Danielle Rose Russell']",['Cameron Crowe']
3971,223485,Slow West,"['Romance', 'Thriller', 'Western']","['fire', 'bounty hunter', 'shotgun', 'horseback riding', 'horse', 'cabin', 'frontier', 'outlaw', 'rifle', 'unrequited love', 'death of father', 'native american', 'shootout', 'search', 'pistol', 'death by accident', 'violence', 'ireland', 'drinking', 'pursuit', 'shot through a wall', 'flaming arrow', 'dream sequence', 'flashback']",0,229094,14.94,6.60,367,84,2015,en,"['New Zealand', 'United Kingdom']","['The New Zealand Film Commission', 'Film4', 'See Saw Films', 'A24', 'DMC Films']","['Michael Fassbender', 'Kodi Smit-McPhee', 'Ben Mendelsohn', 'Caren Pistorius', 'Rory McCann', 'Brooke Williams', 'Alex MacQueen', 'Kalani Queypo', 'Madeleine Sami']",['John Maclean']
3972,223702,Sausage Party,"['Adventure', 'Animation', 'Comedy', 'Fantasy']","['supermarket', 'party', 'sausage', 'food', 'anthropomorphism', 'sex scene', 'adult animation', 'grocery store']",19000000,140752617,66.24,5.60,2238,83,2016,en,"['Canada', 'United States of America']","['Columbia Pictures', 'Sony Pictures Animation', 'Sony Pictures Entertainment', 'Annapurna Pictures', 'Point Grey Pictures', 'Nitrogen Studios Canada']","['Seth Rogen', 'Kristen Wiig', 'Jonah Hill', 'Bill Hader', 'Michael Cera', 'James Franco', 'Danny McBride', 'Craig Robinson', 'Paul Rudd', 'Nick Kroll']","['Conrad Vernon', 'Greg Tiernan']"
3973,224141,Into the Woods,"['Fantasy', 'Comedy', 'Music']","['witch', 'cinderella', 'prince', 'fairy tale', 'musical', 'princess', 'sondheim', 'curse', 'based on stage musical', 'duringcreditsstinger', 'red riding hood']",50000000,212902372,65.90,5.60,1652,125,2014,en,['United States of America'],"['Walt Disney Pictures', 'Marc Platt Productions', 'Lucamar Productions']","['Meryl Streep', 'Emily Blunt', 'James Corden', 'Anna Kendrick', 'Chris Pine', 'Tracey Ullman', 'Christine Baranski', 'Johnny Depp', 'Lilla Crawford', 'Daniel Huttlestone']",['Rob Marshall']
3974,224569,Taxman,"['Action', 'Crime', 'Comedy', 'Thriller']","['machinegun', 'wedding party']",0,0,0.96,2.00,1,104,1999,en,['United States of America'],['Counterclock Productions'],"['Joe Pantoliano', 'Wade Dominguez', 'Elizabeth Berkley', 'Michael Chiklis', 'Robert Townsend', 'Fisher Stevens']",['Avi Nesher']
3975,225235,The Geographer Drank His Globe Away,['Drama'],"['alcohol', 'adultery', 'river', 'camping', 'province', 'russia', 'wife', 'canoe', 'daughter', 'friendship', 'alcoholism', 'school', 'teaching']",0,4037782,1.88,7.30,23,120,2013,ru,['Russia'],['Marmot-film'],"['Konstantin Khabenskiy', 'Elena Lyadova', 'Aleksandr Robak', 'Evgeniya Khirivskaya', 'Agrippina Steklova', 'Andrey Prytkov', 'Anfisa Chernykh']",['Aleksandr Veledinskiy']
3976,225565,That Awkward Moment,"['Comedy', 'Romance']","['male friendship', 'friendship', 'dating', 'relationship', 'duringcreditsstinger', 'young adult']",8000000,26049082,37.82,6.10,1004,94,2014,en,['United States of America'],['Treehouse Pictures'],"['Zac Efron', 'Miles Teller', 'Michael B. Jordan', 'Imogen Poots', 'Mackenzie Davis', 'Jessica Lucas', 'Addison Timlin', 'Josh Pais', 'Evelina Turen', 'Emily Meade']",['Tom Gormican']
3977,225574,Non-Stop,"['Action', 'Thriller', 'Mystery']","['airplane', 'conspiracy', 'airplane crash', 'cell phone', 'hijack', 'one night']",50000000,222809600,83.30,6.80,2268,106,2014,en,"['France', 'United Kingdom', 'United States of America']","['StudioCanal', 'Silver Pictures', 'TF1 Films Production', 'Canal+', 'Anton Capital Entertainment (ACE)', 'TF1', 'LOVEFiLM International']","['Liam Neeson', 'Julianne Moore', 'Scoot McNairy', 'Michelle Dockery', 'Nate Parker', 'Corey Stoll', ""Lupita Nyong'o"", 'Jason Butler Harner', 'Linus Roache', 'Shea Whigham']",['Jaume Collet-Serra']
3978,225886,Sex Tape,['Comedy'],"['marriage', 'internet', 'relationship', 'family', 'sex tape']",40000000,126069509,72.64,5.30,1695,97,2014,en,['United States of America'],"['Escape Artists', 'Media Rights Capital', 'Sony Pictures Entertainment (SPE)', 'LStar Capital']","['Cameron Diaz', 'Jason Segel', 'Rob Corddry', 'Ellie Kemper', 'Rob Lowe', 'Nat Faxon', 'Nancy Lenehan', 'Giselle Eisenberg', 'Harrison Holzer', 'Sebastian Hedges Thomas']",['Jake Kasdan']
3979,226354,The Christmas Candle,"['Drama', 'Family']","['angel', 'miracle', 'village', 'christian', 'candle', 'christmas']",0,0,1.80,5.80,8,100,2013,en,"['United Kingdom', 'United States of America']","['Impact Productions LLC', 'Pinewood Studios', 'Big Book Media', 'EchoLight Studios']","['Hans Matheson', 'Samantha Barks', 'Lesley Manville', 'Sylvester McCoy', 'James Cosmo', 'Susan Boyle', 'Barbara Flynn', 'John Hannah', 'Jude Wright', 'Emily Shewell']",['John Stephenson']
3980,226458,Backmask,"['Thriller', 'Horror']",['possession'],0,0,3.62,4.70,79,91,2015,en,['United States of America'],"['GO Productions', 'Vicarious Entertainment', 'Bloodline Productions', 'Shallow Focus']","['Stephen Lang', 'Kelly Blatz', 'Brittany Curran', 'Gage Golightly', 'Nick Nicotera', 'Michael Ormsby', 'Brett Dier', 'Kevin Chapman', 'Nick Nordella', 'Laura Putnam']",['Marcus Nispel']
3981,226857,Endless Love,"['Drama', 'Romance']",['teenage romance'],20000000,34077920,27.26,6.70,542,103,2014,en,['United States of America'],"['Universal Pictures', 'Fake Empire', 'Bluegrass Films']","['Alex Pettyfer', 'Gabriella Wilde', 'Robert Patrick', 'Rhys Wakefield', 'Emma Rigby', 'Joely Richardson', 'Bruce Greenwood', 'Dayo Okeniyi', 'Anna Enger', 'Fabianne Therese']",['Shana Feste']
3982,227156,The Giver,"['Drama', 'Science Fiction']","['dystopia', 'black and white', 'based on young adult novel']",25000000,66980456,53.81,6.40,1798,94,2014,en,['United States of America'],"['The Weinstein Company', 'Walden Media', 'Tonik Productions', 'Asis Productions']","['Jeff Bridges', 'Meryl Streep', 'Brenton Thwaites', 'Odeya Rush', 'Alexander Skarsgård', 'Katie Holmes', 'Taylor Swift', 'Cameron Monaghan', 'Emma Tremblay', 'Katharina Damm']",['Phillip Noyce']
3983,227159,Horrible Bosses 2,['Comedy'],"['prison', 'kidnapping', 'sequel', 'car chase', 'sex addict', 'sex tape']",42000000,107670357,82.19,6.10,1536,108,2014,en,['United States of America'],"['New Line Cinema', 'BenderSpink', 'RatPac Entertainment']","['Jason Bateman', 'Jason Sudeikis', 'Charlie Day', 'Jennifer Aniston', 'Kevin Spacey', 'Jamie Foxx', 'Chris Pine', 'Christoph Waltz', 'Jonathan Banks', 'Lindsay Sloane']",['Sean Anders']
3984,227306,Unbroken,"['Drama', 'War']","['world war ii', 'prisoners of war', 'biography', 'sport', 'war', 'athlete', 'woman director']",65000000,163442937,43.06,7.30,1400,137,2014,en,['United States of America'],"['Legendary Pictures', '3 Arts Entertainment', 'Jolie Pas']","[""Jack O'Connell"", 'Domhnall Gleeson', 'Garrett Hedlund', 'Miyavi', 'Finn Wittrock', 'Jai Courtney', 'Maddalena Ischiale', 'Vincenzo Amato', 'John Magaro', 'Luke Treadaway']",['Angelina Jolie']
3985,227348,Paranormal Activity: The Marked Ones,"['Horror', 'Thriller']","['supernatural', 'demon', 'found footage']",5000000,86362372,19.98,5.20,449,84,2014,en,['United States of America'],"['Blumhouse Productions', 'Room 101', 'Solana Films']","['Andrew Jacobs', 'Richard Cabral', 'Carlos Pratts', 'Eddie J. Fernandez', 'Jorge Diaz', 'David Fernandez Jr.', 'Molly Ephraim', 'Katie Featherston', 'Crystal Santos', 'Catherine Toribio']",['Christopher B. Landon']
3986,227707,The Adventurer: The Curse of the Midas Box,"['Fantasy', 'Adventure', 'Family']","['london england', 'based on novel', 'key', 'adventure', 'supernatural', 'steampunk']",25000000,6399,8.84,5.10,73,99,2013,en,"['Belgium', 'United Kingdom', 'Spain']","['Matador Pictures', 'Arcadia Motion Pictures', 'uFilm', 'Afrodita Audiovisual, A.I.E.', 'Le Tax Shelter du Gouvernement Fédéral de Belgique', 'Telefónica Producciones', 'Umedia', 'Entertainment Motion Pictures', 'Cinema One', 'Nix Films', 'International Pictures Two', 'Cronos Entertainment AIE']","['Aneurin Barnard', 'Michael Sheen', 'Lena Headey', 'Sam Neill', 'Ioan Gruffudd', 'Keeley Hawes', 'Tristan Gemmill', 'Daniel Wilde', 'Xavier Atkins', 'Oliver Stark']",['Jonathan Newman']
